variante,ciclo,endereco,endereco_norm
hash,2572706,80795072,9955504
hash,2572707,80795208,9955521
hash,2572708,80822336,9958912
hash,2572709,80799508,9956058
hash,2572710,137422173864,17177627853
hash,2572711,137422173872,17177627854
hash,2572712,137422173880,17177627855
hash,2572713,137422173888,17177627856
hash,2572714,137422173896,17177627857
hash,2572715,137422173904,17177627858
hash,2572716,137422173912,17177627859
hash,2572717,1175616,3072
hash,2572718,78451448,9662551
hash,2572719,137422173976,17177627867
hash,2572720,1175616,3072
hash,2572721,78451448,9662551
hash,2572722,1175649,3076
hash,2572723,137422173992,17177627869
hash,2572724,81812584,10082693
hash,2572725,137422174008,17177627871
hash,2572726,137422174016,17177627872
hash,2572727,137422174024,17177627873
hash,2572728,137422174032,17177627874
hash,2572729,137422174040,17177627875
hash,2572730,137422174048,17177627876
hash,2572731,137422174056,17177627877
hash,2572732,137422174064,17177627878
hash,2572733,137422174072,17177627879
hash,2572734,137422174080,17177627880
hash,2572735,137422174088,17177627881
hash,2572736,137422174104,17177627883
hash,2572737,1175312,3034
hash,2572738,67457392,8288294
hash,2572739,67457384,8288293
hash,2572740,78468008,9664621
hash,2572741,81812584,10082693
hash,2572742,78471112,9665009
hash,2572743,1175616,3072
hash,2572744,78451448,9662551
hash,2572745,1175840,3100
hash,2572746,1175656,3077
hash,2572747,137422173920,17177627860
hash,2572748,137422173928,17177627861
hash,2572749,137422173936,17177627862
hash,2572750,137422173944,17177627863
hash,2572751,137422174000,17177627870
hash,2572752,1175616,3072
hash,2572753,78451448,9662551
hash,2572754,1175640,3075
hash,2572755,1175856,3102
hash,2572756,137422173992,17177627869
hash,2572757,78474848,9665476
hash,2572758,78445160,9661765
hash,2572759,78474912,9665484
hash,2572760,78470296,9664907
hash,2572761,80795072,9955504
hash,2572762,81812560,10082690
hash,2572763,80795208,9955521
hash,2572764,80822336,9958912
hash,2572765,80799512,9956059
hash,2572766,137422173880,17177627855
hash,2572767,80795264,9955528
hash,2572768,80795288,9955531
hash,2572769,137422173880,17177627855
hash,2572770,80785512,9954309
hash,2572771,80795112,9955509
hash,2572772,80795072,9955504
hash,2572773,80795120,9955510
hash,2572774,80788400,9954670
